"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jun 01 15:31:05 GMT 2023","Thu Jun 01 15:31:25 GMT 2023","20256","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyGoBackButton","Verify that the user is redirected to the login page when clicking on the Go Back button",""
"broken","Thu Jun 01 15:32:17 GMT 2023","Thu Jun 01 15:32:37 GMT 2023","20164","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThePinCode","Verify the user is redirected to the Password page when entering a valid Pin Code",""
"broken","Thu Jun 01 15:25:16 GMT 2023","Thu Jun 01 15:25:36 GMT 2023","20219","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyInvoiceAndPaymentsUrl","Verify the user is redirected to the Invoice Payments page when clicking on Invoice Payments button",""
"broken","Thu Jun 01 15:32:41 GMT 2023","Thu Jun 01 15:33:01 GMT 2023","20224","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringAnySixCharacters","Verify that the pin code input fields accept valid format code digits",""
"broken","Thu Jun 01 15:33:05 GMT 2023","Thu Jun 01 15:33:25 GMT 2023","20206","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringIncorrectPinCode","Verify the error message when entering incorrect pin code",""
"passed","Thu Jun 01 15:27:49 GMT 2023","Thu Jun 01 15:27:49 GMT 2023","79","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyPageLogo","Verify that the page Logo is displayed at the page corner",""
"failed","Thu Jun 01 15:24:52 GMT 2023","Thu Jun 01 15:25:12 GMT 2023","20181","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyHomePageUrl","Verify the user is on the Home page",""
"broken","Thu Jun 01 15:29:30 GMT 2023","Thu Jun 01 15:29:50 GMT 2023","20087","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPassword","Verify the error message when entering invalid password",""
"broken","Thu Jun 01 15:33:53 GMT 2023","Thu Jun 01 15:34:13 GMT 2023","20163","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithNotExistEmail","Verify the login with not exist email address",""
"broken","Thu Jun 01 15:24:02 GMT 2023","Thu Jun 01 15:24:22 GMT 2023","20150","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyGuardMeDocumentsUrl","Verify the user is redirected to the Guard.me Documents page when clicking on Guard.me Documents button",""
"broken","Thu Jun 01 15:29:53 GMT 2023","Thu Jun 01 15:30:14 GMT 2023","20249","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPasswordLength","Verify the error message when entering password with a few than 8 characters",""
"broken","Thu Jun 01 15:33:29 GMT 2023","Thu Jun 01 15:33:49 GMT 2023","20163","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithInvalidEmailFormat","Verify that login field accept valid email address format",""
"broken","Thu Jun 01 15:28:18 GMT 2023","Thu Jun 01 15:28:38 GMT 2023","20167","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyHidePassword","Verify the user can hide the password after showing it",""
"failed","Thu Jun 01 15:27:00 GMT 2023","Thu Jun 01 15:27:20 GMT 2023","20562","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNotificationsIcon","Verify that the Notifications Icon is displayed and clickable at the page corner",""
"broken","Thu Jun 01 15:31:53 GMT 2023","Thu Jun 01 15:32:13 GMT 2023","20198","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThatTheEmailIsDisplayedCorrectly","Verify that the email of the user displayed correctly if user used email method to login",""
"broken","Thu Jun 01 15:31:29 GMT 2023","Thu Jun 01 15:31:49 GMT 2023","20076","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyResendPinButton","Verify that the resend pin button is clickable",""
"broken","Thu Jun 01 15:30:41 GMT 2023","Thu Jun 01 15:31:01 GMT 2023","20084","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheValidPassword","Verify the user is redirected to the Home page when entering valid password",""
"broken","Thu Jun 01 15:28:42 GMT 2023","Thu Jun 01 15:29:02 GMT 2023","20109","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyIRememberMyPassword","Verify the user is redirected to the Password page when clicking on I remember my password button",""
"broken","Thu Jun 01 15:29:06 GMT 2023","Thu Jun 01 15:29:26 GMT 2023","20099","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyShowPassword","Verify the user can show the password",""
