"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 03 07:03:52 GMT 2023","Tue Jan 03 07:04:27 GMT 2023","34221","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringIncorrectPinCode","Verify the error message when entering incorrect pin code",""
"passed","Tue Jan 03 07:03:45 GMT 2023","Tue Jan 03 07:03:49 GMT 2023","3432","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringAnySixCharacters","Verify that the pin code input fields accept valid code digits",""
"passed","Tue Jan 03 07:07:18 GMT 2023","Tue Jan 03 07:07:20 GMT 2023","1626","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithMultiRiskProduct","Verify when the user selects the Multi Risk product is shown successfully",""
"passed","Tue Jan 03 07:07:04 GMT 2023","Tue Jan 03 07:07:06 GMT 2023","1647","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithIrelandProduct","Verify when the user selects the Ireland product is shown successfully",""
"passed","Tue Jan 03 07:03:21 GMT 2023","Tue Jan 03 07:03:23 GMT 2023","2414","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyGoBackButton","Verify that the user is redirected to the login page when clicking on the Go Back button",""
"passed","Tue Jan 03 07:06:59 GMT 2023","Tue Jan 03 07:06:59 GMT 2023","178","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNotificationsIcon","Verify that the Notifications Icon is displayed and clickable at the page corner",""
"broken","Tue Jan 03 07:09:05 GMT 2023","Tue Jan 03 07:09:37 GMT 2023","31873","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithNotExistEmail","Verify the login with not exist email address",""
"failed","Tue Jan 03 07:05:11 GMT 2023","Tue Jan 03 07:05:42 GMT 2023","30974","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyCampusIsDisplayed","Verify that the page Campus Name is displayed at the page corner",""
"passed","Tue Jan 03 07:03:38 GMT 2023","Tue Jan 03 07:03:42 GMT 2023","3516","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThePinCode","Verify the user is redirected to the Password page when entering valid Pin Code",""
"passed","Tue Jan 03 07:08:07 GMT 2023","Tue Jan 03 07:08:10 GMT 2023","3570","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPasswordLength","Verify the error message when entering password with a few than 8 characters",""
"broken","Tue Jan 03 07:05:47 GMT 2023","Tue Jan 03 07:06:18 GMT 2023","30641","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyGuardMeDocumentsUrl","Verify the user is redirected to the Guard.me Documents page when clicking on Guard.me Documents button",""
"passed","Tue Jan 03 07:07:29 GMT 2023","Tue Jan 03 07:07:32 GMT 2023","3320","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyForgotPassword","Verify the user is redirected to the Forgot Password page when clicking on forgot password button",""
"passed","Tue Jan 03 07:03:28 GMT 2023","Tue Jan 03 07:03:29 GMT 2023","1680","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyResendPinButton","Verify that the resend pin button is clickable",""
"passed","Tue Jan 03 07:07:11 GMT 2023","Tue Jan 03 07:07:13 GMT 2023","1712","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithMultiRiskAndCancellationProduct","Verify when the user selects the Multi Risk + Cancellation product is shown successfully",""
"broken","Tue Jan 03 07:04:36 GMT 2023","Tue Jan 03 07:05:07 GMT 2023","30670","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyAccountSettingsUrl","Verify the user is redirected to the Account Details page when clicking on Account Settings button",""
"failed","Tue Jan 03 07:07:59 GMT 2023","Tue Jan 03 07:08:03 GMT 2023","4286","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPassword","Verify the error message when entering invalid password",""
