"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 25 23:16:13 GMT 2022","Sun Dec 25 23:16:14 GMT 2022","1010","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithInvalidEmailFormat","Verify that login field accept valid email address format",""
"broken","Sun Dec 25 23:08:19 GMT 2022","Sun Dec 25 23:08:50 GMT 2022","30564","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyAccountSettingsUrl","Verify the user is redirected to the Account Details page when clicking on Account Settings button",""
"passed","Sun Dec 25 23:16:06 GMT 2022","Sun Dec 25 23:16:10 GMT 2022","3838","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheValidPassword","Verify the user is redirected to the Home page when entering valid password",""
"broken","Sun Dec 25 23:13:04 GMT 2022","Sun Dec 25 23:13:35 GMT 2022","30448","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithIrelandProduct","Verify when the user selects the Ireland product is shown successfully",""
"passed","Sun Dec 25 23:07:21 GMT 2022","Sun Dec 25 23:07:22 GMT 2022","1216","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThatTheEmailIsDisplayedCorrectly","Verify that the email of the user displayed correctly if user used email method to login",""
"broken","Sun Dec 25 23:10:46 GMT 2022","Sun Dec 25 23:11:17 GMT 2022","30553","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyManageUsersUrl","Verify the user is redirected to the Account Details page when clicking on Manage Users button",""
"passed","Sun Dec 25 23:10:03 GMT 2022","Sun Dec 25 23:10:04 GMT 2022","693","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyHamburgerIcon","Verify that the Hamburger Icon is displayed and clickable at the page corner",""
"passed","Sun Dec 25 23:14:57 GMT 2022","Sun Dec 25 23:15:01 GMT 2022","3483","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyHidePassword","Verify the user can hide the password after showing it",""
"passed","Sun Dec 25 23:14:51 GMT 2022","Sun Dec 25 23:14:54 GMT 2022","2784","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyForgotPassword","Verify the user is redirected to the Forgot Password page when clicking on forgot password button",""
"broken","Sun Dec 25 23:11:55 GMT 2022","Sun Dec 25 23:12:25 GMT 2022","30496","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNewPolicyMenuVisibility","Verify that the New Policy Menu is shown when clicking on Order Policies button",""
"broken","Sun Dec 25 23:14:13 GMT 2022","Sun Dec 25 23:14:44 GMT 2022","30462","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithMultiRiskProduct","Verify when the user selects the Multi Risk product is shown successfully",""
"broken","Sun Dec 25 23:16:17 GMT 2022","Sun Dec 25 23:16:49 GMT 2022","31491","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithNotExistEmail","Verify the login with not exist email address",""
"passed","Sun Dec 25 23:07:31 GMT 2022","Sun Dec 25 23:07:34 GMT 2022","3354","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringAnySixCharacters","Verify that the pin code input fields accept valid code digits",""
"broken","Sun Dec 25 23:07:38 GMT 2022","Sun Dec 25 23:08:11 GMT 2022","33534","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringIncorrectPinCode","Verify the error message when entering incorrect pin code",""
"broken","Sun Dec 25 23:13:39 GMT 2022","Sun Dec 25 23:14:09 GMT 2022","30526","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithMultiRiskAndCancellationProduct","Verify when the user selects the Multi Risk + Cancellation product is shown successfully",""
"broken","Sun Dec 25 23:10:12 GMT 2022","Sun Dec 25 23:10:42 GMT 2022","30657","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyInvoiceAndPaymentsUrl","Verify the user is redirected to the Invoice Payments page when clicking on Invoice Payments button",""
"passed","Sun Dec 25 23:07:16 GMT 2022","Sun Dec 25 23:07:18 GMT 2022","1375","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyResendPinButton","Verify that the resend pin button is clickable",""
"passed","Sun Dec 25 23:15:23 GMT 2022","Sun Dec 25 23:15:26 GMT 2022","3028","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPasswordLength","Verify the error message when entering password with a few than 8 characters",""
"broken","Sun Dec 25 23:09:28 GMT 2022","Sun Dec 25 23:09:59 GMT 2022","30481","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyGuardMeDocumentsUrl","Verify the user is redirected to the Guard.me Documents page when clicking on Guard.me Documents button",""
"broken","Sun Dec 25 23:15:30 GMT 2022","Sun Dec 25 23:16:03 GMT 2022","33611","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheIncorrectPassword","Verify the error message when entering incorrect password",""
"passed","Sun Dec 25 23:16:52 GMT 2022","Sun Dec 25 23:16:53 GMT 2022","1073","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithValidEmail","Verify the user is redirected to the Pin Code page when entering valid email",""
