"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jun 01 15:08:31 GMT 2023","Thu Jun 01 15:08:51 GMT 2023","20197","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPassword","Verify the error message when entering invalid password",""
"broken","Thu Jun 01 15:11:15 GMT 2023","Thu Jun 01 15:11:35 GMT 2023","20167","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThePinCode","Verify the user is redirected to the Password page when entering a valid Pin Code",""
"broken","Thu Jun 01 15:16:52 GMT 2023","Thu Jun 01 15:17:12 GMT 2023","20093","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNameOfUser","Verify that the user name is displayed to on Home screen ",""
"broken","Thu Jun 01 15:12:02 GMT 2023","Thu Jun 01 15:12:22 GMT 2023","20176","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringIncorrectPinCode","Verify the error message when entering incorrect pin code",""
"failed","Thu Jun 01 15:14:52 GMT 2023","Thu Jun 01 15:15:12 GMT 2023","20340","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyHamburgerIcon","Verify that the Hamburger Icon is displayed and clickable at the page corner",""
"passed","Thu Jun 01 15:18:04 GMT 2023","Thu Jun 01 15:18:04 GMT 2023","76","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyPageLogo","Verify that the page Logo is displayed at the page corner",""
"broken","Thu Jun 01 15:07:44 GMT 2023","Thu Jun 01 15:08:04 GMT 2023","20193","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyIRememberMyPassword","Verify the user is redirected to the Password page when clicking on I remember my password button",""
"broken","Thu Jun 01 15:09:41 GMT 2023","Thu Jun 01 15:10:01 GMT 2023","20046","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheValidPassword","Verify the user is redirected to the Home page when entering valid password",""
"broken","Thu Jun 01 15:11:39 GMT 2023","Thu Jun 01 15:11:59 GMT 2023","20184","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringAnySixCharacters","Verify that the pin code input fields accept valid format code digits",""
"failed","Thu Jun 01 15:15:16 GMT 2023","Thu Jun 01 15:15:36 GMT 2023","20353","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyHomePageUrl","Verify the user is on the Home page",""
"broken","Thu Jun 01 15:12:25 GMT 2023","Thu Jun 01 15:12:46 GMT 2023","20135","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithInvalidEmailFormat","Verify that login field accept valid email address format",""
"broken","Thu Jun 01 15:17:40 GMT 2023","Thu Jun 01 15:18:00 GMT 2023","20101","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPoliciesVisibility","Verify that the Order New Policies is shown when clicking on Order Policies button",""
"broken","Thu Jun 01 15:08:07 GMT 2023","Thu Jun 01 15:08:27 GMT 2023","20144","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyShowPassword","Verify the user can show the password",""
"failed","Thu Jun 01 15:17:16 GMT 2023","Thu Jun 01 15:17:36 GMT 2023","20348","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNotificationsIcon","Verify that the Notifications Icon is displayed and clickable at the page corner",""
